transaction_id,order_id,amount,currency,payment_method,payment_status,customer_id,timestamp
TXN1658,order_397388,999900,INR,emi,captured,cust_8273,2026-07-15 14:17:00
TXN1659,order_998392,19900,INR,wallet,captured,cust_9055,2026-07-02 02:37:00
TXN1660,order_790537,19900,INR,upi,captured,cust_2666,2026-08-22 11:35:00
TXN1661,order_308757,199900,INR,card,captured,cust_7958,2026-07-24 11:53:00
TXN1662,order_799061,499900,INR,wallet,captured,cust_2770,2026-07-30 15:51:00
TXN1663,order_241147,9900,INR,upi,captured,cust_1438,2026-07-15 22:07:00
TXN1664,order_417459,19900,INR,upi,captured,cust_8635,2026-07-20 07:11:00
TXN1665,order_374375,199900,INR,emi,captured,cust_8051,2026-07-28 23:12:00
TXN1666,order_994303,499900,INR,wallet,captured,cust_5965,2026-08-02 22:58:00
TXN1667,order_427637,499900,INR,wallet,captured,cust_9837,2026-07-14 20:24:00
TXN1668,order_995852,29900,INR,emi,captured,cust_7189,2026-08-28 11:44:00
TXN1669,order_129514,9900,INR,card,captured,cust_1440,2026-07-09 12:38:00
TXN1670,order_531939,199900,INR,upi,captured,cust_6113,2026-07-20 16:45:00
TXN1671,order_278026,9900,INR,emi,captured,cust_7921,2026-08-11 22:31:00
TXN1672,order_829765,999900,INR,emi,captured,cust_6282,2026-08-30 13:36:00
TXN1673,order_824423,49900,INR,netbanking,captured,cust_6563,2026-07-31 07:09:00
TXN1674,order_766311,19900,INR,emi,captured,cust_7586,2026-08-18 14:44:00
TXN1675,order_985194,19900,INR,emi,captured,cust_9700,2026-08-10 15:56:00
TXN1676,order_464187,19900,INR,netbanking,captured,cust_6133,2026-07-30 14:33:00
TXN1677,order_363470,999900,INR,emi,captured,cust_4056,2026-08-20 23:20:00
TXN1678,order_963930,999900,INR,netbanking,captured,cust_8106,2026-07-03 03:26:00
TXN1679,order_352050,29900,INR,netbanking,captured,cust_2055,2026-07-08 10:34:00
TXN1680,order_963723,99900,INR,card,captured,cust_4907,2026-08-15 02:22:00
TXN1681,order_357516,99900,INR,wallet,captured,cust_1606,2026-07-31 06:33:00
TXN1682,order_130557,99900,INR,netbanking,captured,cust_1691,2026-07-20 06:49:00
TXN1683,order_188006,199900,INR,emi,captured,cust_6954,2026-08-12 21:03:00
TXN1684,order_217369,19900,INR,emi,captured,cust_5125,2026-07-20 05:11:00
TXN1685,order_728958,19900,INR,netbanking,captured,cust_4865,2026-08-10 05:13:00
TXN1686,order_283662,49900,INR,netbanking,captured,cust_1916,2026-08-03 10:44:00
TXN1687,order_492906,19900,INR,netbanking,captured,cust_5550,2026-07-28 10:30:00
TXN1688,order_850435,199900,INR,netbanking,captured,cust_1895,2026-08-30 03:03:00
TXN1689,order_503376,99900,INR,netbanking,captured,cust_4872,2026-07-05 02:53:00
TXN1690,order_367946,99900,INR,upi,captured,cust_3625,2026-07-03 16:41:00
TXN1691,order_526024,9900,INR,netbanking,captured,cust_9055,2026-07-07 21:08:00
TXN1692,order_731364,199900,INR,wallet,captured,cust_4010,2026-07-18 23:12:00
TXN1693,order_309794,99900,INR,netbanking,captured,cust_9460,2026-07-26 21:53:00
TXN1694,order_573421,999900,INR,card,captured,cust_6367,2026-08-15 18:17:00
TXN1695,order_534631,199900,INR,card,captured,cust_4677,2026-08-06 11:07:00
TXN1696,order_778540,49900,INR,upi,captured,cust_3764,2026-08-02 17:44:00
TXN1697,order_549737,99900,INR,card,captured,cust_2922,2026-08-26 12:50:00
TXN1698,order_335388,49900,INR,card,captured,cust_7259,2026-07-02 15:42:00
TXN1699,order_729232,49900,INR,netbanking,captured,cust_7693,2026-07-16 02:48:00
TXN1700,order_346924,999900,INR,card,captured,cust_2404,2026-08-08 05:17:00
TXN1701,order_438947,499900,INR,card,captured,cust_5198,2026-07-17 11:15:00
TXN1702,order_154644,199900,INR,card,captured,cust_1745,2026-08-01 12:22:00
TXN1703,order_513869,199900,INR,card,captured,cust_5264,2026-07-05 06:58:00
TXN1704,order_455652,999900,INR,card,captured,cust_3323,2026-08-26 13:15:00
TXN1705,order_234082,999900,INR,netbanking,captured,cust_5312,2026-07-15 12:01:00
TXN1706,order_272998,199900,INR,wallet,captured,cust_8208,2026-07-14 19:25:00
TXN1707,order_255840,9900,INR,card,captured,cust_8653,2026-08-20 22:30:00
TXN1708,order_473838,999900,INR,wallet,captured,cust_3425,2026-07-31 20:06:00
TXN1709,order_313630,99900,INR,card,captured,cust_5469,2026-07-09 18:13:00
TXN1710,order_904098,29900,INR,wallet,captured,cust_2545,2026-07-04 21:45:00
TXN1711,order_491704,19900,INR,netbanking,captured,cust_8861,2026-08-22 23:55:00
TXN1712,order_145976,999900,INR,netbanking,captured,cust_3118,2026-07-02 00:14:00
TXN1713,order_396698,199900,INR,upi,captured,cust_7248,2026-07-15 21:25:00
TXN1714,order_351742,499900,INR,upi,captured,cust_7592,2026-08-30 17:50:00
TXN1715,order_614688,499900,INR,netbanking,captured,cust_2574,2026-07-05 02:22:00
TXN1716,order_567080,499900,INR,wallet,captured,cust_7922,2026-08-14 05:22:00
TXN1717,order_761322,499900,INR,upi,captured,cust_4673,2026-08-29 07:39:00
TXN1718,order_558600,19900,INR,wallet,captured,cust_5921,2026-08-12 19:52:00
TXN1719,order_409834,9900,INR,emi,captured,cust_7961,2026-08-27 22:28:00
TXN1720,order_855299,99900,INR,netbanking,captured,cust_1266,2026-08-15 05:55:00
TXN1721,order_983855,499900,INR,upi,captured,cust_6143,2026-08-26 10:04:00
TXN1722,order_754112,99900,INR,netbanking,captured,cust_5248,2026-07-04 18:47:00
TXN1723,order_222346,9900,INR,card,captured,cust_8974,2026-07-21 08:31:00
TXN1724,order_478251,499900,INR,netbanking,captured,cust_2833,2026-08-26 19:52:00
TXN1725,order_780130,29900,INR,card,captured,cust_4127,2026-08-04 03:06:00
TXN1726,order_542372,9900,INR,upi,captured,cust_8947,2026-08-21 19:13:00
TXN1727,order_713654,49900,INR,card,captured,cust_1834,2026-08-13 05:07:00
TXN1728,order_207650,499900,INR,wallet,captured,cust_5764,2026-07-08 08:13:00
TXN1729,order_609713,999900,INR,card,captured,cust_6174,2026-07-17 22:27:00
TXN1730,order_222621,999900,INR,emi,captured,cust_8147,2026-07-02 03:38:00
TXN1731,order_301537,999900,INR,netbanking,captured,cust_6556,2026-08-03 16:28:00
TXN1732,order_973548,199900,INR,wallet,captured,cust_2412,2026-07-11 18:21:00
TXN1733,order_263907,999900,INR,upi,captured,cust_4431,2026-07-12 10:29:00
TXN1734,order_373477,199900,INR,card,captured,cust_6533,2026-08-20 07:58:00
TXN1735,order_334981,999900,INR,netbanking,captured,cust_5382,2026-08-10 12:11:00
TXN1736,order_982478,19900,INR,upi,captured,cust_2669,2026-07-12 04:21:00
TXN1737,order_406313,999900,INR,emi,captured,cust_6959,2026-07-31 00:05:00
TXN1738,order_989816,49900,INR,wallet,captured,cust_8760,2026-08-05 23:45:00
TXN1739,order_629554,29900,INR,upi,captured,cust_6908,2026-08-14 12:15:00
TXN1740,order_533491,499900,INR,wallet,captured,cust_1487,2026-07-02 07:10:00
TXN1741,order_852485,19900,INR,upi,captured,cust_3692,2026-08-10 13:35:00
TXN1742,order_772625,29900,INR,emi,captured,cust_9516,2026-08-28 03:15:00
TXN1743,order_878774,199900,INR,netbanking,captured,cust_3406,2026-08-31 15:03:00
TXN1744,order_462021,499900,INR,card,captured,cust_6480,2026-07-06 14:55:00
TXN1745,order_636526,99900,INR,emi,captured,cust_9846,2026-08-10 03:50:00
TXN1746,order_543281,19900,INR,upi,captured,cust_6807,2026-07-09 12:44:00
TXN1747,order_230809,999900,INR,netbanking,captured,cust_4868,2026-07-26 01:00:00
TXN1748,order_799318,29900,INR,wallet,captured,cust_9461,2026-07-29 00:45:00
TXN1749,order_253672,499900,INR,wallet,captured,cust_3130,2026-08-26 21:57:00
TXN1750,order_487233,499900,INR,emi,captured,cust_5320,2026-07-27 07:11:00
TXN1751,order_822487,999900,INR,wallet,captured,cust_8942,2026-07-10 18:51:00
TXN1752,order_134191,29900,INR,emi,captured,cust_2807,2026-08-08 20:22:00
TXN1753,order_699538,99900,INR,upi,captured,cust_7135,2026-07-29 19:53:00
TXN1754,order_929637,29900,INR,card,captured,cust_5999,2026-07-12 05:34:00
TXN1755,order_612537,9900,INR,upi,captured,cust_7841,2026-07-27 12:56:00
TXN1756,order_574348,199900,INR,wallet,captured,cust_3269,2026-08-01 00:07:00
TXN1757,order_570888,29900,INR,netbanking,captured,cust_7344,2026-08-26 04:18:00
TXN1758,order_667273,9900,INR,wallet,captured,cust_3713,2026-07-15 15:19:00
TXN1759,order_776498,19900,INR,emi,captured,cust_1866,2026-08-26 17:21:00
TXN1760,order_119570,19900,INR,emi,captured,cust_5018,2026-08-20 23:43:00
TXN1761,order_147168,999900,INR,upi,captured,cust_9649,2026-08-10 10:49:00
TXN1762,order_220213,19900,INR,emi,captured,cust_2468,2026-08-21 14:51:00
TXN1763,order_441092,29900,INR,upi,captured,cust_6243,2026-07-17 22:41:00
TXN1764,order_967949,19900,INR,upi,captured,cust_4874,2026-08-19 16:12:00
TXN1765,order_503752,19900,INR,netbanking,captured,cust_2072,2026-08-28 13:31:00
TXN1766,order_764316,49900,INR,upi,captured,cust_5035,2026-08-14 06:23:00
TXN1767,order_526504,999900,INR,upi,captured,cust_3332,2026-07-08 03:28:00
TXN1768,order_573685,9900,INR,upi,captured,cust_3742,2026-07-10 09:07:00
TXN1769,order_386578,99900,INR,wallet,captured,cust_9361,2026-08-09 03:47:00
TXN1770,order_875089,19900,INR,netbanking,captured,cust_3288,2026-08-26 11:16:00
TXN1771,order_740098,199900,INR,netbanking,captured,cust_5473,2026-07-22 15:12:00
TXN1772,order_458224,49900,INR,wallet,captured,cust_3190,2026-07-24 13:59:00
TXN1773,order_110043,29900,INR,wallet,captured,cust_7435,2026-07-27 01:15:00
TXN1774,order_972503,999900,INR,upi,captured,cust_7336,2026-08-09 11:08:00
TXN1775,order_230824,999900,INR,netbanking,captured,cust_1324,2026-07-03 17:32:00
TXN1776,order_194336,99900,INR,card,captured,cust_9074,2026-08-17 08:37:00
TXN1777,order_515326,19900,INR,netbanking,captured,cust_4174,2026-07-26 07:29:00
TXN1778,order_882209,19900,INR,card,captured,cust_9570,2026-08-15 05:06:00
TXN1779,order_810656,99900,INR,emi,captured,cust_1849,2026-07-06 10:00:00
TXN1780,order_227630,999900,INR,wallet,captured,cust_4678,2026-08-08 07:12:00
TXN1781,order_510893,49900,INR,netbanking,captured,cust_4696,2026-08-26 05:09:00
TXN1782,order_306440,29900,INR,netbanking,captured,cust_1456,2026-08-12 21:20:00
TXN1783,order_721313,199900,INR,netbanking,captured,cust_6583,2026-08-16 20:30:00
TXN1784,order_932685,49900,INR,upi,captured,cust_2567,2026-07-13 04:21:00
TXN1785,order_163634,9900,INR,wallet,captured,cust_2015,2026-08-11 01:56:00
TXN1786,order_810477,9900,INR,emi,captured,cust_2570,2026-08-28 14:06:00
TXN1787,order_586758,499900,INR,emi,captured,cust_1425,2026-07-23 20:39:00
TXN1788,order_716366,49900,INR,upi,captured,cust_4172,2026-08-25 23:22:00
TXN1789,order_368735,199900,INR,wallet,captured,cust_4983,2026-08-01 00:21:00
TXN1790,order_233882,99900,INR,emi,captured,cust_6098,2026-08-04 07:19:00
TXN1791,order_108474,29900,INR,upi,captured,cust_1894,2026-08-16 07:08:00
TXN1792,order_304899,49900,INR,card,captured,cust_8794,2026-07-12 21:39:00
TXN1793,order_414186,499900,INR,netbanking,captured,cust_1691,2026-08-21 20:31:00
TXN1794,order_826894,49900,INR,wallet,captured,cust_6431,2026-07-23 17:45:00
TXN1795,order_966212,9900,INR,netbanking,captured,cust_2887,2026-08-31 21:38:00
TXN1796,order_762002,199900,INR,upi,captured,cust_4587,2026-08-30 17:48:00
TXN1797,order_988704,49900,INR,card,captured,cust_2657,2026-08-19 23:49:00
TXN1798,order_243910,499900,INR,upi,captured,cust_7056,2026-08-10 17:41:00
TXN1799,order_937836,499900,INR,upi,captured,cust_4107,2026-08-24 19:04:00
TXN1800,order_492435,199900,INR,emi,captured,cust_4098,2026-08-04 03:45:00
TXN1801,order_359178,9900,INR,netbanking,captured,cust_9011,2026-07-07 19:06:00
TXN1802,order_929420,19900,INR,card,captured,cust_9342,2026-07-30 11:12:00
TXN1803,order_847096,199900,INR,emi,captured,cust_8762,2026-07-18 08:15:00
TXN1804,order_929029,9900,INR,card,captured,cust_7486,2026-08-17 17:32:00
TXN1805,order_545668,499900,INR,emi,captured,cust_3200,2026-08-21 12:44:00
TXN1806,order_644022,199900,INR,card,captured,cust_6511,2026-07-25 22:31:00
TXN1807,order_528818,199900,INR,wallet,captured,cust_8236,2026-08-11 15:36:00
TXN1808,order_408824,19900,INR,netbanking,captured,cust_6902,2026-07-03 16:54:00
TXN1809,order_306198,199900,INR,netbanking,captured,cust_5496,2026-08-12 00:08:00
TXN1810,order_875758,99900,INR,upi,captured,cust_7616,2026-07-13 14:42:00
TXN1811,order_894617,9900,INR,wallet,captured,cust_7512,2026-07-21 07:12:00
TXN1812,order_345076,999900,INR,wallet,captured,cust_8025,2026-08-10 21:40:00
TXN1813,order_559990,999900,INR,emi,captured,cust_3102,2026-08-30 12:52:00
TXN1814,order_624078,199900,INR,netbanking,captured,cust_7608,2026-08-17 10:33:00
TXN1815,order_124368,9900,INR,card,captured,cust_7404,2026-08-22 13:24:00
TXN1816,order_166803,499900,INR,card,captured,cust_8397,2026-08-01 20:39:00
TXN1817,order_209380,29900,INR,upi,captured,cust_4058,2026-07-10 01:22:00
TXN1818,order_315893,49900,INR,netbanking,captured,cust_7039,2026-07-20 07:56:00
TXN1819,order_510103,29900,INR,upi,captured,cust_2126,2026-08-23 06:34:00
TXN1820,order_315667,99900,INR,wallet,captured,cust_6084,2026-07-10 01:18:00
TXN1821,order_311500,9900,INR,card,captured,cust_5044,2026-08-03 21:08:00
TXN1822,order_585171,9900,INR,upi,captured,cust_6681,2026-08-13 03:04:00
TXN1823,order_361236,29900,INR,emi,captured,cust_4005,2026-07-16 10:31:00
TXN1824,order_265603,99900,INR,emi,captured,cust_4559,2026-08-13 02:02:00
TXN1825,order_628896,199900,INR,wallet,captured,cust_1731,2026-08-03 18:44:00
TXN1826,order_828221,999900,INR,wallet,captured,cust_7499,2026-08-10 00:35:00
TXN1827,order_362779,19900,INR,card,captured,cust_8558,2026-08-11 02:13:00
TXN1828,order_354063,999900,INR,card,captured,cust_1295,2026-08-01 15:07:00
TXN1829,order_660625,499900,INR,card,captured,cust_5476,2026-08-27 02:12:00
TXN1830,order_327197,9900,INR,emi,captured,cust_9566,2026-08-18 09:16:00
TXN1831,order_727263,9900,INR,upi,captured,cust_5091,2026-07-13 11:11:00
TXN1832,order_195825,9900,INR,wallet,captured,cust_2035,2026-08-30 23:39:00
TXN1833,order_935635,29900,INR,card,captured,cust_6359,2026-08-29 10:28:00
TXN1834,order_226672,49900,INR,card,captured,cust_7588,2026-08-25 12:40:00
TXN1835,order_581061,49900,INR,upi,captured,cust_1719,2026-07-20 15:19:00
TXN1836,order_416181,999900,INR,upi,failed,cust_3809,2026-07-17 06:10:00
TXN1837,order_364178,19900,INR,emi,captured,cust_3177,2026-08-11 03:16:00
TXN1838,order_605550,19900,INR,netbanking,captured,cust_7264,2026-08-30 04:02:00
TXN1839,order_838857,9900,INR,card,captured,cust_6060,2026-08-30 04:12:00
TXN1840,order_749871,19900,INR,upi,captured,cust_3484,2026-08-23 12:29:00
TXN1841,order_727127,999900,INR,netbanking,captured,cust_1648,2026-08-23 15:40:00
TXN1842,order_887009,9900,INR,card,captured,cust_4372,2026-07-08 00:39:00
TXN1843,order_500016,199900,INR,card,captured,cust_9055,2026-08-03 04:00:00
TXN1844,order_765181,29900,INR,card,captured,cust_4348,2026-08-23 21:49:00
TXN1845,order_546944,999900,INR,netbanking,captured,cust_3890,2026-08-21 00:48:00
TXN1846,order_570046,49900,INR,netbanking,captured,cust_6891,2026-07-07 08:55:00
TXN1847,order_562816,499900,INR,emi,captured,cust_8897,2026-07-23 00:33:00
TXN1848,order_861945,29900,INR,netbanking,captured,cust_7146,2026-08-07 09:41:00
TXN1849,order_849588,999900,INR,card,captured,cust_9203,2026-08-22 18:00:00
TXN1850,order_513820,199900,INR,wallet,captured,cust_2167,2026-07-31 14:19:00
TXN1851,order_270249,49900,INR,wallet,captured,cust_9005,2026-08-15 00:38:00
TXN1852,order_504051,499900,INR,card,captured,cust_6921,2026-08-16 08:58:00
TXN1853,order_734845,999900,INR,card,captured,cust_3644,2026-08-15 16:22:00
TXN1854,order_775699,499900,INR,wallet,captured,cust_4093,2026-07-17 05:03:00
TXN1855,order_416900,499900,INR,emi,captured,cust_2456,2026-08-12 00:34:00
TXN1856,order_319703,499900,INR,netbanking,captured,cust_2587,2026-08-31 18:08:00
TXN1857,order_492850,29900,INR,card,captured,cust_2806,2026-08-19 08:49:00
TXN1858,order_161847,29900,INR,card,captured,cust_2789,2026-08-15 10:32:00
TXN1859,order_189870,499900,INR,upi,captured,cust_4846,2026-08-14 21:39:00
TXN1860,order_164022,99900,INR,upi,captured,cust_2586,2026-07-20 05:10:00
TXN1861,order_596219,199900,INR,emi,captured,cust_6620,2026-08-04 13:37:00
TXN1862,order_797385,499900,INR,wallet,captured,cust_2641,2026-07-23 22:38:00
TXN1863,order_976002,29900,INR,upi,captured,cust_5072,2026-07-24 20:05:00
TXN1864,order_533194,49900,INR,upi,captured,cust_1749,2026-07-22 13:59:00
TXN1865,order_344903,999900,INR,wallet,captured,cust_8010,2026-07-15 04:10:00
TXN1866,order_503553,99900,INR,emi,captured,cust_9267,2026-08-19 01:51:00
TXN1867,order_622112,19900,INR,netbanking,captured,cust_8648,2026-07-09 02:25:00
TXN1868,order_794830,49900,INR,card,captured,cust_2465,2026-08-18 18:12:00
TXN1869,order_442360,499900,INR,netbanking,captured,cust_3016,2026-08-17 00:44:00
TXN1870,order_860652,999900,INR,upi,captured,cust_2059,2026-07-12 01:39:00
TXN1871,order_334410,99900,INR,upi,captured,cust_4082,2026-08-13 21:53:00
TXN1872,order_994781,199900,INR,wallet,captured,cust_9775,2026-07-26 01:00:00
TXN1873,order_435169,199900,INR,card,captured,cust_2746,2026-07-29 02:22:00
TXN1874,order_993766,999900,INR,netbanking,captured,cust_8467,2026-08-22 14:07:00
TXN1875,order_883349,9900,INR,emi,failed,cust_3022,2026-08-11 14:28:00
TXN1876,order_386735,999900,INR,card,captured,cust_1963,2026-07-31 14:15:00
TXN1877,order_998397,999900,INR,wallet,captured,cust_1353,2026-08-12 02:02:00
TXN1878,order_542957,999900,INR,netbanking,captured,cust_5637,2026-07-14 11:35:00
TXN1879,order_439128,9900,INR,netbanking,captured,cust_8239,2026-08-02 03:50:00
TXN1880,order_319955,49900,INR,card,captured,cust_2670,2026-07-15 04:00:00
TXN1881,order_982544,29900,INR,upi,captured,cust_1859,2026-08-25 12:30:00
TXN1882,order_554894,29900,INR,wallet,captured,cust_9005,2026-08-16 22:53:00
TXN1883,order_881399,499900,INR,upi,captured,cust_7260,2026-07-13 09:05:00
TXN1884,order_784925,999900,INR,netbanking,captured,cust_9015,2026-08-31 20:53:00
TXN1885,order_700446,999900,INR,netbanking,captured,cust_3967,2026-07-18 00:54:00
TXN1886,order_231319,19900,INR,netbanking,captured,cust_9806,2026-08-27 01:02:00
TXN1887,order_952353,9900,INR,wallet,captured,cust_9004,2026-07-27 06:10:00
TXN1888,order_977809,19900,INR,card,captured,cust_3948,2026-07-20 20:49:00
TXN1889,order_568957,199900,INR,upi,captured,cust_3641,2026-08-29 19:24:00
TXN1890,order_188720,19900,INR,emi,captured,cust_1001,2026-08-12 12:26:00
TXN1891,order_920827,99900,INR,emi,captured,cust_6127,2026-08-03 19:24:00
TXN1892,order_203818,9900,INR,card,captured,cust_4526,2026-08-29 17:51:00
TXN1893,order_864521,499900,INR,upi,captured,cust_3675,2026-07-27 15:44:00
TXN1894,order_809388,499900,INR,card,captured,cust_5413,2026-07-28 17:56:00
TXN1895,order_691021,29900,INR,wallet,failed,cust_8104,2026-07-10 19:40:00
TXN1896,order_497349,9900,INR,emi,captured,cust_2802,2026-08-16 21:43:00
TXN1897,order_193296,199900,INR,netbanking,captured,cust_4698,2026-07-13 15:51:00
TXN1898,order_202704,499900,INR,card,captured,cust_3879,2026-08-07 20:10:00
TXN1899,order_654654,199900,INR,emi,captured,cust_2623,2026-07-07 14:25:00
TXN1900,order_289448,199900,INR,emi,captured,cust_8812,2026-07-27 04:04:00
TXN1901,order_109958,29900,INR,card,captured,cust_1866,2026-08-22 11:24:00
TXN1902,order_811160,499900,INR,wallet,captured,cust_9228,2026-08-20 09:38:00
TXN1903,order_766511,19900,INR,netbanking,captured,cust_2302,2026-08-05 13:06:00
TXN1904,order_273133,9900,INR,upi,captured,cust_1175,2026-07-15 14:25:00
TXN1905,order_640028,19900,INR,wallet,captured,cust_1119,2026-08-31 04:48:00
TXN1906,order_874879,9900,INR,emi,captured,cust_9577,2026-08-03 18:17:00
TXN1907,order_980184,29900,INR,emi,captured,cust_3793,2026-08-09 22:33:00
TXN1908,order_812049,49900,INR,emi,captured,cust_5809,2026-07-08 20:42:00
TXN1909,order_761836,499900,INR,card,captured,cust_9446,2026-07-03 14:01:00
TXN1910,order_989561,999900,INR,upi,captured,cust_5888,2026-08-09 23:21:00
TXN1911,order_857526,29900,INR,wallet,captured,cust_4236,2026-08-09 23:54:00
TXN1912,order_229858,999900,INR,upi,captured,cust_7477,2026-08-22 02:44:00
TXN1913,order_291031,99900,INR,upi,captured,cust_3291,2026-08-03 02:07:00
TXN1914,order_476687,49900,INR,upi,captured,cust_7898,2026-08-19 14:58:00
TXN1915,order_798566,49900,INR,wallet,captured,cust_9119,2026-07-20 15:53:00
TXN1916,order_861260,499900,INR,card,captured,cust_3548,2026-08-24 20:10:00
TXN1917,order_347993,9900,INR,netbanking,captured,cust_8867,2026-08-04 04:13:00
TXN1918,order_897861,499900,INR,card,captured,cust_5087,2026-07-23 19:14:00
TXN1919,order_835005,49900,INR,wallet,captured,cust_2688,2026-08-19 08:15:00
TXN1920,order_238722,499900,INR,upi,captured,cust_1289,2026-08-14 17:01:00
TXN1921,order_650472,99900,INR,card,captured,cust_9353,2026-08-17 13:33:00
TXN1922,order_215400,99900,INR,netbanking,captured,cust_6240,2026-08-14 12:15:00
TXN1923,order_154662,199900,INR,card,captured,cust_2650,2026-08-13 08:43:00
TXN1924,order_481242,199900,INR,netbanking,captured,cust_3134,2026-08-24 20:18:00
TXN1925,order_916639,199900,INR,card,captured,cust_2429,2026-07-21 15:47:00
TXN1926,order_878659,19900,INR,upi,captured,cust_8303,2026-07-25 03:08:00
TXN1927,order_597233,49900,INR,emi,captured,cust_7851,2026-07-16 19:58:00
TXN1928,order_852170,19900,INR,wallet,captured,cust_9255,2026-08-27 08:34:00
TXN1929,order_147652,9900,INR,card,captured,cust_9412,2026-07-15 11:29:00
TXN1930,order_887195,499900,INR,emi,captured,cust_4390,2026-07-13 11:35:00
TXN1931,order_699678,49900,INR,emi,captured,cust_9401,2026-07-18 23:04:00
TXN1932,order_410759,99900,INR,emi,captured,cust_4902,2026-08-24 18:46:00
TXN1933,order_391248,29900,INR,netbanking,captured,cust_4440,2026-07-07 22:19:00
TXN1934,order_839730,99900,INR,card,captured,cust_1938,2026-08-05 04:42:00
TXN1935,order_865960,99900,INR,card,captured,cust_2743,2026-08-15 23:26:00
TXN1936,order_756649,49900,INR,wallet,captured,cust_7479,2026-08-17 13:43:00
TXN1937,order_861566,499900,INR,netbanking,captured,cust_8526,2026-08-22 08:55:00
TXN1938,order_614345,29900,INR,netbanking,captured,cust_7458,2026-08-30 14:50:00
TXN1939,order_547107,49900,INR,wallet,captured,cust_9630,2026-07-04 03:35:00
TXN1940,order_204574,499900,INR,wallet,captured,cust_1716,2026-08-30 20:08:00
TXN1941,order_757860,9900,INR,upi,captured,cust_6544,2026-07-12 20:26:00
TXN1942,order_603762,999900,INR,card,captured,cust_1915,2026-08-12 13:30:00
TXN1943,order_207809,99900,INR,upi,captured,cust_4675,2026-07-30 10:51:00
TXN1944,order_254535,199900,INR,netbanking,captured,cust_2841,2026-08-17 02:36:00
TXN1945,order_335428,19900,INR,netbanking,captured,cust_6906,2026-08-09 21:21:00
TXN1946,order_258442,29900,INR,wallet,captured,cust_7967,2026-07-29 13:22:00
TXN1947,order_957276,99900,INR,netbanking,captured,cust_7047,2026-07-06 20:43:00
TXN1948,order_254958,499900,INR,wallet,captured,cust_8003,2026-07-16 08:08:00
TXN1949,order_233730,29900,INR,wallet,captured,cust_7782,2026-08-09 13:29:00
TXN1950,order_538996,999900,INR,emi,captured,cust_4770,2026-07-28 08:26:00
TXN1951,order_542332,49900,INR,upi,captured,cust_1281,2026-08-16 13:00:00
TXN1952,order_215507,9900,INR,netbanking,captured,cust_7898,2026-08-08 19:42:00
TXN1953,order_244495,19900,INR,card,captured,cust_7958,2026-08-07 00:59:00
TXN1954,order_211159,19900,INR,wallet,captured,cust_3406,2026-07-09 04:05:00
TXN1955,order_180808,9900,INR,emi,captured,cust_8696,2026-07-09 10:51:00
TXN1956,order_857656,199900,INR,wallet,captured,cust_2822,2026-07-12 03:16:00
TXN1957,order_887619,29900,INR,emi,captured,cust_8443,2026-08-21 23:35:00
TXN1958,order_626251,99900,INR,card,captured,cust_9544,2026-08-04 18:43:00
TXN1959,order_511346,29900,INR,emi,captured,cust_8821,2026-07-24 21:08:00
TXN1960,order_524778,499900,INR,card,captured,cust_5422,2026-08-28 12:19:00
TXN1961,order_732490,199900,INR,upi,captured,cust_2070,2026-08-16 14:50:00
TXN1962,order_296863,49900,INR,upi,captured,cust_1735,2026-08-16 15:55:00
TXN1963,order_108890,199900,INR,netbanking,captured,cust_7400,2026-08-06 07:48:00
TXN1964,order_807459,19900,INR,netbanking,captured,cust_3460,2026-08-05 00:28:00
TXN1965,order_993415,9900,INR,netbanking,captured,cust_2528,2026-08-21 19:17:00
TXN1966,order_785999,29900,INR,card,captured,cust_9573,2026-07-30 07:14:00
TXN1967,order_455488,99900,INR,netbanking,captured,cust_7350,2026-07-23 10:58:00
TXN1968,order_249550,99900,INR,emi,captured,cust_6139,2026-07-07 21:29:00
TXN1969,order_171472,99900,INR,emi,captured,cust_8548,2026-08-08 12:55:00
TXN1970,order_900216,999900,INR,card,captured,cust_6955,2026-07-02 20:24:00
TXN1971,order_813644,29900,INR,wallet,captured,cust_6138,2026-08-08 07:06:00
TXN1972,order_533265,999900,INR,netbanking,captured,cust_1934,2026-07-06 02:58:00
TXN1973,order_108328,29900,INR,upi,captured,cust_2195,2026-08-13 11:50:00
TXN1974,order_801655,19900,INR,netbanking,captured,cust_8616,2026-08-02 09:19:00
TXN1975,order_213611,499900,INR,wallet,captured,cust_6610,2026-08-19 11:39:00
TXN1976,order_391897,999900,INR,upi,captured,cust_4497,2026-07-28 19:30:00
TXN1977,order_911813,499900,INR,upi,captured,cust_8756,2026-07-03 12:10:00
TXN1978,order_895466,499900,INR,netbanking,captured,cust_2134,2026-08-15 03:49:00
TXN1979,order_846802,999900,INR,wallet,captured,cust_4015,2026-07-29 17:18:00
TXN1980,order_889762,99900,INR,card,captured,cust_9773,2026-08-19 12:34:00
TXN1981,order_698020,499900,INR,upi,captured,cust_3369,2026-07-27 04:48:00
TXN1982,order_257817,999900,INR,card,captured,cust_7658,2026-07-31 13:53:00
TXN1983,order_881931,49900,INR,wallet,captured,cust_7185,2026-07-18 06:11:00
TXN1984,order_812641,9900,INR,netbanking,captured,cust_6029,2026-07-10 12:59:00
TXN1985,order_578148,499900,INR,wallet,captured,cust_9571,2026-08-09 12:07:00
TXN1986,order_491246,29900,INR,emi,captured,cust_5669,2026-07-24 18:26:00
