transaction_id,ledger_status,credited_amount,credited_date,duplicate_flag,notes
TXN2232,pending,999900,,no,awaiting_amount_confirmation
TXN2233,reconciled,29900,2026-08-01,no,
TXN2234,reconciled,99900,2026-08-26,no,
TXN2235,pending,,,no,
TXN2236,reconciled,49900,2026-08-14,no,
TXN2237,reconciled,29900,2026-08-23,no,
TXN2238,reconciled,499900,2026-08-19,yes,possible_duplicate_entry
TXN2238,reconciled,499900,2026-08-19,yes,possible_duplicate_entry
TXN2239,pending,,,no,
TXN2240,pending,,,no,
TXN2241,reconciled,99900,2026-07-11,no,
TXN2242,reconciled,999900,2026-08-28,no,
TXN2243,reconciled,999900,2026-08-15,no,
TXN2244,reconciled,199900,2026-07-05,no,
TXN2245,reconciled,99900,2026-08-21,no,
TXN2246,pending,,,no,
TXN2247,reconciled,199900,2026-08-19,no,
TXN2248,reconciled,499900,2026-08-07,no,
TXN2249,reconciled,499900,2026-08-02,no,
TXN2250,reconciled,19900,2026-07-15,no,
TXN2251,reconciled,999900,2026-07-23,no,
TXN2252,reconciled,9900,2026-07-11,no,
TXN2253,reconciled,199900,2026-08-03,no,
TXN2254,reconciled,19900,2026-07-30,no,
TXN2255,reconciled,49900,2026-08-20,no,
TXN2256,pending,,,no,
TXN2257,pending,,,no,
TXN2258,reconciled,19900,2026-07-16,yes,possible_duplicate_entry
TXN2258,reconciled,19900,2026-07-16,yes,possible_duplicate_entry
TXN2259,reconciled,199900,2026-08-16,yes,possible_duplicate_entry
TXN2259,reconciled,199900,2026-08-16,yes,possible_duplicate_entry
TXN2260,reconciled,199900,2026-07-11,yes,possible_duplicate_entry
TXN2260,reconciled,199900,2026-07-11,yes,possible_duplicate_entry
TXN2261,pending,,,no,
TXN2262,pending,,,no,
TXN2263,reconciled,99900,2026-07-24,no,
TXN2264,reconciled,29900,2026-07-08,no,
TXN2265,reconciled,99900,2026-08-14,no,
TXN2266,reconciled,9900,2026-08-08,no,
TXN2267,reconciled,499900,2026-08-26,no,
TXN2268,reconciled,29900,2026-07-22,yes,possible_duplicate_entry
TXN2268,reconciled,29900,2026-07-22,yes,possible_duplicate_entry
TXN2269,pending,,,no,
TXN2270,reconciled,49900,2026-08-22,no,
TXN2272,reconciled,29900,2026-07-12,no,
TXN2273,reconciled,499900,2026-08-19,no,
TXN2274,reconciled,199900,2026-07-08,no,
TXN2275,reconciled,199900,2026-08-17,no,
TXN2276,reconciled,19900,2026-07-29,no,
TXN2277,reconciled,29900,2026-07-11,no,
TXN2278,reconciled,29900,2026-07-09,no,
TXN2279,reconciled,29900,2026-08-22,no,
TXN2281,reconciled,99900,2026-07-21,yes,possible_duplicate_entry
TXN2281,reconciled,99900,2026-07-21,yes,possible_duplicate_entry
TXN2282,pending,999900,,no,awaiting_amount_confirmation
TXN2283,pending,,,no,
TXN2284,reconciled,99900,2026-09-01,no,
TXN2285,pending,,,no,
TXN2286,pending,,,no,
TXN2287,reconciled,999900,2026-08-18,no,
TXN2288,pending,499900,,no,awaiting_amount_confirmation
TXN2289,pending,,,no,
TXN2290,pending,,,no,
TXN2291,reconciled,19900,2026-08-28,no,
TXN2292,reconciled,999900,2026-07-27,yes,possible_duplicate_entry
TXN2292,reconciled,999900,2026-07-27,yes,possible_duplicate_entry
TXN2293,reconciled,19900,2026-07-06,no,
TXN2294,reconciled,99900,2026-07-14,no,
TXN2295,pending,,,no,
TXN2296,pending,,,no,
TXN2297,reconciled,199900,2026-07-12,no,
TXN2298,reconciled,99900,2026-07-19,no,
TXN2299,pending,,,no,
TXN2300,pending,,,no,
TXN2301,pending,,,no,
TXN2302,pending,,,no,
TXN2303,pending,,,no,
TXN2304,reconciled,499900,2026-07-08,no,
TXN2305,reconciled,199900,2026-08-11,no,
TXN2306,pending,,,no,
TXN2307,pending,,,no,
TXN2308,reconciled,9900,2026-08-02,no,
TXN2309,reconciled,499900,2026-08-09,no,
TXN2310,pending,,,no,
TXN2311,reconciled,19900,2026-07-25,no,
TXN2312,pending,,,no,
TXN2313,reconciled,29900,2026-08-22,no,
TXN2314,pending,,,no,
TXN2315,pending,,,no,
TXN2316,pending,9900,,no,awaiting_amount_confirmation
TXN2317,reconciled,49900,2026-08-26,no,
TXN2318,pending,,,no,
TXN2320,reconciled,999900,2026-07-10,no,
TXN2321,reconciled,49900,2026-08-20,no,
TXN2322,reconciled,499900,2026-07-23,no,
TXN2323,reconciled,499900,2026-08-03,no,
TXN2324,reconciled,9900,2026-07-11,yes,possible_duplicate_entry
TXN2324,reconciled,9900,2026-07-11,yes,possible_duplicate_entry
TXN2325,reconciled,9900,2026-08-13,no,
TXN2328,reconciled,49900,2026-07-06,no,
TXN2329,pending,,,no,
TXN2330,pending,,,no,
TXN2331,reconciled,49900,2026-07-24,no,
TXN2332,pending,,,no,
TXN2333,reconciled,49900,2026-07-29,no,
TXN2334,pending,,,no,
TXN2335,reconciled,999900,2026-08-04,no,
TXN2336,pending,,,no,
TXN2337,reconciled,49900,2026-08-07,yes,possible_duplicate_entry
TXN2337,reconciled,49900,2026-08-07,yes,possible_duplicate_entry
TXN2338,pending,,,no,
TXN2339,pending,,,no,
TXN2340,reconciled,199900,2026-08-31,no,
TXN2341,pending,,,no,
TXN2342,pending,,,no,
TXN2343,reconciled,999900,2026-08-17,no,
TXN2344,pending,,,no,
TXN2345,reconciled,499900,2026-07-09,no,
TXN2346,reconciled,999900,2026-08-05,no,
TXN2347,pending,49900,,no,awaiting_amount_confirmation
TXN2348,reconciled,49900,2026-08-24,no,
TXN2349,reconciled,199900,2026-07-09,no,
TXN2350,reconciled,499900,2026-07-23,no,
TXN2351,pending,,,no,
TXN2352,pending,,,no,
TXN2353,reconciled,199900,2026-07-18,no,
TXN2354,pending,,,no,
TXN2355,reconciled,499900,2026-07-28,no,
TXN2357,reconciled,199900,2026-07-27,no,
TXN2358,reconciled,199900,2026-08-22,no,
TXN2359,pending,,,no,
TXN2360,reconciled,99900,2026-07-07,no,
TXN2361,reconciled,99900,2026-08-05,no,
TXN2362,reconciled,9900,2026-08-08,no,
TXN2363,reconciled,499900,2026-07-18,yes,possible_duplicate_entry
TXN2363,reconciled,499900,2026-07-18,yes,possible_duplicate_entry
TXN2364,reconciled,999900,2026-07-12,no,
TXN2365,pending,29900,,no,awaiting_amount_confirmation
TXN2366,reconciled,19900,2026-07-26,no,
TXN2367,reconciled,19900,2026-08-27,no,
TXN2368,reconciled,199900,2026-08-20,no,
TXN2369,reconciled,9900,2026-08-22,no,
TXN2371,reconciled,99900,2026-08-07,no,
TXN2372,reconciled,9900,2026-08-16,no,
TXN2373,reconciled,999900,2026-07-16,no,
TXN2374,reconciled,199900,2026-08-11,no,
TXN2375,pending,,,no,
TXN2376,reconciled,499900,2026-07-09,no,
TXN2377,reconciled,199900,2026-07-09,no,
TXN2378,reconciled,49900,2026-08-31,no,
TXN2379,reconciled,99900,2026-08-17,no,
TXN2380,pending,,,no,
TXN2381,pending,,,no,
TXN2382,reconciled,19900,2026-08-24,no,
TXN2383,reconciled,999900,2026-08-08,yes,possible_duplicate_entry
TXN2383,reconciled,999900,2026-08-08,yes,possible_duplicate_entry
TXN2384,reconciled,29900,2026-07-13,no,
TXN2385,reconciled,19900,2026-07-16,no,
TXN2386,reconciled,499900,2026-07-15,no,
TXN2387,pending,,,no,
TXN2388,reconciled,49900,2026-07-04,no,
TXN2389,reconciled,499900,2026-07-21,no,
TXN2391,reconciled,999900,2026-08-27,no,
TXN2392,reconciled,9900,2026-07-28,no,
TXN2393,pending,499900,,no,awaiting_amount_confirmation
TXN2394,reconciled,29900,2026-08-29,no,
TXN2395,reconciled,199900,2026-08-07,no,
TXN2396,reconciled,499900,2026-07-29,no,
TXN2397,pending,,,no,
TXN2398,reconciled,49900,2026-07-05,no,
TXN2399,pending,,,no,
TXN2400,reconciled,49900,2026-07-27,no,
TXN2401,pending,,,no,
TXN2402,reconciled,49900,2026-08-17,no,
TXN2403,reconciled,499900,2026-08-22,no,
TXN2404,reconciled,49900,2026-07-12,no,
TXN2405,reconciled,29900,2026-08-20,no,
TXN2406,reconciled,29900,2026-08-02,no,
TXN2407,reconciled,9900,2026-08-31,yes,possible_duplicate_entry
TXN2407,reconciled,9900,2026-08-31,yes,possible_duplicate_entry
TXN2408,reconciled,49900,2026-08-06,no,
TXN2409,reconciled,9900,2026-08-13,no,
TXN2410,pending,,,no,
TXN2411,pending,,,no,
TXN2413,reconciled,49900,2026-08-31,no,
TXN2414,pending,499900,,no,awaiting_amount_confirmation
TXN2416,reconciled,499900,2026-08-04,no,
TXN2417,reconciled,29900,2026-07-04,no,
TXN2418,pending,,,no,
TXN2419,reconciled,499900,2026-07-11,no,
TXN2420,reconciled,99900,2026-07-23,no,
TXN2421,pending,,,no,
TXN2422,reconciled,499900,2026-08-18,no,
TXN2423,pending,,,no,
TXN2424,reconciled,9900,2026-08-14,no,
TXN2425,reconciled,199900,2026-09-02,no,
TXN2426,reconciled,999900,2026-07-27,no,
TXN2427,reconciled,999900,2026-07-16,no,
TXN2428,reconciled,999900,2026-08-03,no,
TXN2429,reconciled,49900,2026-08-03,no,
TXN2430,reconciled,29900,2026-07-09,no,
TXN2431,pending,,,no,
TXN2432,reconciled,29900,2026-08-15,no,
TXN2433,pending,,,no,
TXN2434,pending,,,no,
TXN2435,reconciled,19900,2026-08-26,no,
TXN2436,reconciled,199900,2026-08-27,no,
TXN2437,reconciled,199900,2026-08-07,no,
TXN2438,reconciled,29900,2026-08-05,no,
TXN2439,pending,,,no,
TXN2440,pending,,,no,
TXN2441,reconciled,999900,2026-08-20,no,
TXN2442,reconciled,19900,2026-07-23,no,
TXN2443,reconciled,49900,2026-07-11,yes,possible_duplicate_entry
TXN2443,reconciled,49900,2026-07-11,yes,possible_duplicate_entry
TXN2444,reconciled,499900,2026-08-21,yes,possible_duplicate_entry
TXN2444,reconciled,499900,2026-08-21,yes,possible_duplicate_entry
TXN2445,reconciled,999900,2026-07-03,no,
TXN2446,pending,,,no,
TXN2447,pending,,,no,
TXN2448,pending,,,no,
TXN2449,pending,,,no,
TXN2450,reconciled,49900,2026-07-05,no,
TXN2451,reconciled,199900,2026-07-20,no,
TXN2452,pending,199900,,no,awaiting_amount_confirmation
TXN2453,reconciled,199900,2026-07-08,no,
TXN2454,reconciled,29900,2026-07-27,no,
TXN2455,pending,,,no,
TXN2456,reconciled,9900,2026-07-24,no,
TXN2457,pending,,,no,
TXN2458,pending,,,no,
TXN2459,pending,,,no,
TXN2460,reconciled,99900,2026-08-11,no,
TXN2461,pending,,,no,
TXN2462,reconciled,499900,2026-08-17,no,
TXN2463,reconciled,99900,2026-07-26,no,
TXN2464,pending,,,no,
TXN2465,reconciled,999900,2026-07-14,no,
TXN2466,pending,,,no,
TXN2467,reconciled,49900,2026-08-10,no,
TXN2468,reconciled,49900,2026-08-05,no,
TXN2469,reconciled,999900,2026-08-28,no,
TXN2470,reconciled,49900,2026-07-22,no,
TXN2471,pending,,,no,
TXN2472,reconciled,999900,2026-08-14,no,
TXN2473,reconciled,19900,2026-07-10,no,
TXN2474,pending,,,no,
TXN2475,reconciled,19900,2026-07-28,no,
TXN2476,reconciled,99900,2026-07-13,no,
TXN2477,reconciled,29900,2026-08-18,no,
TXN2478,pending,19900,,no,awaiting_amount_confirmation
TXN2479,reconciled,999900,2026-07-29,no,
TXN2480,pending,499900,,no,awaiting_amount_confirmation
TXN2481,reconciled,499900,2026-08-13,no,
TXN2482,pending,29900,,no,awaiting_amount_confirmation
TXN2483,reconciled,99900,2026-08-08,no,
TXN2484,reconciled,29900,2026-08-15,no,
TXN2485,reconciled,999900,2026-07-05,no,
TXN2486,pending,,,no,
TXN2487,reconciled,999900,2026-07-24,no,
TXN2488,reconciled,9900,2026-07-18,no,
TXN2489,pending,,,no,
TXN2490,pending,,,no,
TXN2491,pending,,,no,
TXN2492,reconciled,999900,2026-07-05,no,
TXN2493,pending,,,no,
TXN2494,reconciled,9900,2026-08-03,yes,possible_duplicate_entry
TXN2494,reconciled,9900,2026-08-03,yes,possible_duplicate_entry
TXN2495,reconciled,99900,2026-08-27,no,
TXN2496,reconciled,499900,2026-08-11,no,
TXN2497,reconciled,499900,2026-08-24,no,
TXN2498,reconciled,49900,2026-08-06,no,
TXN2500,pending,,,no,
TXN2501,reconciled,199900,2026-08-30,no,
TXN2502,reconciled,99900,2026-08-14,no,
TXN2503,reconciled,99900,2026-07-23,no,
TXN2504,reconciled,29900,2026-07-13,yes,possible_duplicate_entry
TXN2504,reconciled,29900,2026-07-13,yes,possible_duplicate_entry
TXN2505,reconciled,49900,2026-07-21,no,
TXN2506,reconciled,19900,2026-08-27,no,
TXN2507,reconciled,49900,2026-08-05,yes,possible_duplicate_entry
TXN2507,reconciled,49900,2026-08-05,yes,possible_duplicate_entry
TXN2508,reconciled,199900,2026-08-09,no,
TXN2509,reconciled,499900,2026-08-05,no,
TXN2510,reconciled,499900,2026-08-01,no,
TXN2511,pending,,,no,
TXN2512,pending,,,no,
TXN2513,reconciled,49900,2026-07-15,no,
TXN2514,reconciled,199900,2026-08-07,no,
TXN2515,reconciled,999900,2026-08-14,no,
TXN2516,reconciled,49900,2026-08-18,no,
TXN2517,pending,499900,,no,awaiting_amount_confirmation
TXN2518,reconciled,99900,2026-07-09,no,
TXN2519,reconciled,49900,2026-09-01,yes,possible_duplicate_entry
TXN2519,reconciled,49900,2026-09-01,yes,possible_duplicate_entry
TXN2520,pending,,,no,
TXN2521,reconciled,19900,2026-08-23,yes,possible_duplicate_entry
TXN2521,reconciled,19900,2026-08-23,yes,possible_duplicate_entry
TXN2522,pending,,,no,
TXN2523,pending,999900,,no,awaiting_amount_confirmation
TXN2524,reconciled,19900,2026-08-22,no,
TXN2525,pending,,,no,
TXN2526,reconciled,999900,2026-07-17,no,
TXN2527,reconciled,999900,2026-09-02,no,
TXN2528,reconciled,19900,2026-07-11,no,
TXN2529,pending,,,no,
TXN2530,reconciled,499900,2026-08-31,yes,possible_duplicate_entry
TXN2530,reconciled,499900,2026-08-31,yes,possible_duplicate_entry
TXN2531,reconciled,199900,2026-08-29,no,
TXN2532,reconciled,199900,2026-07-18,no,
TXN2533,pending,,,no,
TXN2534,pending,,,no,
TXN2535,pending,,,no,
TXN2536,reconciled,9900,2026-07-07,no,
TXN2537,pending,,,no,
TXN2538,reconciled,29900,2026-07-16,no,
TXN2539,reconciled,49900,2026-07-28,no,
TXN2540,pending,,,no,
TXN2541,reconciled,999900,2026-08-25,no,
TXN2542,reconciled,19900,2026-08-24,no,
TXN2543,reconciled,29900,2026-08-15,no,
TXN2544,pending,,,no,
TXN2545,pending,,,no,
TXN2546,reconciled,49900,2026-08-02,no,
TXN2547,reconciled,9900,2026-07-30,no,
TXN2548,pending,,,no,
TXN2549,reconciled,49900,2026-07-10,no,
TXN2550,pending,,,no,
TXN2551,pending,99900,,no,awaiting_amount_confirmation
TXN2552,pending,49900,,no,awaiting_amount_confirmation
TXN2553,reconciled,499900,2026-08-13,no,
TXN2554,pending,,,no,
TXN2555,reconciled,49900,2026-08-13,no,
TXN2556,reconciled,499900,2026-08-31,no,
TXN2557,pending,,,no,
TXN2558,reconciled,9900,2026-09-02,no,
TXN2559,reconciled,49900,2026-08-26,no,
TXN2561,reconciled,19900,2026-07-31,yes,possible_duplicate_entry
TXN2561,reconciled,19900,2026-07-31,yes,possible_duplicate_entry
TXN2562,reconciled,19900,2026-08-31,no,
TXN2563,reconciled,49900,2026-08-20,no,
TXN2564,pending,,,no,
TXN2565,reconciled,9900,2026-08-10,no,
TXN2566,pending,,,no,
TXN2567,pending,,,no,
TXN2568,reconciled,49900,2026-08-21,no,
TXN2569,reconciled,29900,2026-08-19,no,
TXN2570,reconciled,29900,2026-07-07,no,
TXN2571,reconciled,19900,2026-08-16,no,
TXN2572,reconciled,49900,2026-07-30,no,
TXN2573,reconciled,99900,2026-09-01,no,
TXN2574,reconciled,29900,2026-08-29,no,
TXN2575,pending,,,no,
TXN2576,pending,,,no,
TXN2577,pending,,,no,
TXN2578,reconciled,499900,2026-09-01,no,
TXN2579,reconciled,19900,2026-07-18,no,
TXN2580,reconciled,29900,2026-08-02,no,
TXN2581,reconciled,9900,2026-08-30,no,
TXN2582,reconciled,99900,2026-07-05,no,
TXN2584,pending,,,no,
TXN2585,pending,,,no,
TXN2586,reconciled,49900,2026-07-16,no,
TXN2587,reconciled,99900,2026-08-04,no,
TXN2588,pending,,,no,
TXN2589,reconciled,9900,2026-08-03,no,
TXN2590,reconciled,29900,2026-08-12,no,
TXN2591,reconciled,9900,2026-08-18,no,
TXN2592,reconciled,49900,2026-07-14,no,
TXN2593,pending,,,no,
TXN2594,reconciled,199900,2026-08-30,no,
TXN2595,pending,,,no,
TXN2596,pending,9900,,no,awaiting_amount_confirmation
TXN2597,reconciled,199900,2026-07-23,no,
TXN2598,reconciled,49900,2026-08-09,no,
TXN2599,reconciled,49900,2026-08-07,no,
TXN2600,reconciled,29900,2026-07-26,no,
TXN2601,pending,,,no,
TXN2602,pending,9900,,no,awaiting_amount_confirmation
TXN2603,pending,19900,,no,awaiting_amount_confirmation
TXN2604,pending,,,no,
TXN2605,reconciled,999900,2026-08-12,no,
TXN2606,pending,,,no,
TXN2607,reconciled,29900,2026-08-19,no,
TXN2608,reconciled,999900,2026-08-11,no,
TXN2609,reconciled,199900,2026-07-18,no,
TXN2610,pending,199900,,no,awaiting_amount_confirmation
TXN2611,pending,499900,,no,awaiting_amount_confirmation
TXN2612,reconciled,199900,2026-08-08,no,
TXN2613,reconciled,49900,2026-07-09,no,
TXN2615,reconciled,499900,2026-08-03,no,
TXN2616,pending,,,no,
TXN2617,reconciled,9900,2026-07-12,no,
TXN2618,pending,,,no,
TXN2619,pending,,,no,
TXN2620,pending,,,no,
TXN2621,reconciled,49900,2026-08-13,no,
TXN2622,reconciled,29900,2026-07-26,no,
TXN2624,pending,,,no,
TXN2625,reconciled,9900,2026-07-23,no,
TXN2626,pending,,,no,
TXN2627,reconciled,99900,2026-09-01,no,
TXN2628,reconciled,29900,2026-07-16,no,
TXN2629,reconciled,999900,2026-07-04,no,
TXN2630,reconciled,99900,2026-08-21,no,
TXN2631,reconciled,49900,2026-07-06,no,
TXN2632,reconciled,19900,2026-07-26,no,
TXN2633,reconciled,999900,2026-07-28,no,
TXN2634,reconciled,9900,2026-07-09,no,
TXN2635,reconciled,99900,2026-08-30,no,
TXN2636,reconciled,29900,2026-07-16,no,
TXN2637,pending,,,no,
TXN2638,pending,,,no,
TXN2639,reconciled,29900,2026-07-22,no,
TXN2640,reconciled,499900,2026-07-22,no,
TXN2641,reconciled,29900,2026-08-10,no,
TXN2643,pending,,,no,
TXN2644,pending,,,no,
TXN2645,reconciled,99900,2026-07-10,no,
TXN2646,pending,,,no,
TXN2647,reconciled,199900,2026-08-01,no,
TXN2648,reconciled,999900,2026-07-19,no,
TXN2649,reconciled,49900,2026-07-15,no,
TXN2650,reconciled,999900,2026-07-25,no,
TXN2651,reconciled,29900,2026-08-13,no,
TXN2653,reconciled,9900,2026-07-21,no,
TXN2654,reconciled,499900,2026-07-26,no,
TXN2655,reconciled,99900,2026-07-10,yes,possible_duplicate_entry
TXN2655,reconciled,99900,2026-07-10,yes,possible_duplicate_entry
TXN2656,reconciled,19900,2026-08-21,no,
TXN2657,pending,,,no,
TXN2658,pending,,,no,
TXN2659,pending,,,no,
TXN2660,pending,,,no,
TXN2661,pending,,,no,
TXN2662,reconciled,9900,2026-07-11,no,
TXN2663,reconciled,199900,2026-08-27,no,
TXN2664,reconciled,499900,2026-07-09,no,
TXN2665,reconciled,199900,2026-08-04,no,
TXN2666,reconciled,29900,2026-09-02,no,
TXN2667,pending,499900,,no,awaiting_amount_confirmation
TXN2668,reconciled,29900,2026-07-20,no,
TXN2669,reconciled,99900,2026-07-31,yes,possible_duplicate_entry
TXN2669,reconciled,99900,2026-07-31,yes,possible_duplicate_entry
TXN2670,reconciled,9900,2026-08-31,no,
TXN2671,reconciled,19900,2026-07-09,no,
TXN2672,reconciled,499900,2026-07-18,no,
TXN2673,reconciled,999900,2026-08-02,no,
TXN2674,pending,,,no,
TXN2675,pending,,,no,
TXN2676,pending,,,no,
TXN2677,reconciled,19900,2026-08-18,no,
TXN2678,pending,,,no,
TXN2679,pending,,,no,
TXN2680,reconciled,9900,2026-08-24,no,
TXN2681,reconciled,499900,2026-07-30,no,
TXN2682,reconciled,49900,2026-08-04,no,
TXN2683,pending,,,no,
TXN2684,pending,,,no,
TXN2685,pending,,,no,
TXN2686,pending,,,no,
TXN2687,reconciled,999900,2026-08-21,no,
TXN2688,reconciled,999900,2026-07-06,no,
TXN2689,pending,,,no,
TXN2690,reconciled,99900,2026-08-02,yes,possible_duplicate_entry
TXN2690,reconciled,99900,2026-08-02,yes,possible_duplicate_entry
TXN2691,reconciled,499900,2026-07-13,no,
TXN2692,pending,,,no,
TXN2693,pending,,,no,
TXN2694,reconciled,999900,2026-07-22,no,
TXN2695,reconciled,49900,2026-08-03,no,
TXN2696,pending,,,no,
TXN2697,reconciled,19900,2026-08-25,no,
TXN2698,reconciled,199900,2026-07-15,no,
TXN2699,reconciled,49900,2026-09-01,no,
TXN2700,reconciled,19900,2026-08-31,no,
TXN2701,reconciled,199900,2026-08-23,no,
TXN2702,pending,,,no,
TXN2703,reconciled,9900,2026-08-19,no,
TXN2704,pending,,,no,
TXN2705,reconciled,29900,2026-08-24,no,
TXN2706,pending,,,no,
TXN2707,pending,,,no,
TXN2708,pending,,,no,
TXN2710,pending,19900,,no,awaiting_amount_confirmation
TXN2711,reconciled,999900,2026-08-24,no,
TXN2713,reconciled,19900,2026-08-22,no,
TXN2714,reconciled,29900,2026-09-01,no,
TXN2715,reconciled,19900,2026-08-29,no,
TXN2716,reconciled,999900,2026-08-20,no,
TXN2717,reconciled,199900,2026-07-09,no,
TXN2718,reconciled,49900,2026-07-30,no,
TXN2719,reconciled,499900,2026-08-06,no,
TXN2720,reconciled,999900,2026-08-31,no,
TXN2721,pending,,,no,
TXN2722,reconciled,99900,2026-08-18,yes,possible_duplicate_entry
TXN2722,reconciled,99900,2026-08-18,yes,possible_duplicate_entry
TXN2723,reconciled,19900,2026-07-14,no,
TXN2724,reconciled,999900,2026-07-23,no,
TXN2725,reconciled,99900,2026-08-07,no,
TXN2726,reconciled,99900,2026-08-19,no,
TXN2727,pending,,,no,
TXN2728,reconciled,9900,2026-08-04,no,
TXN2729,reconciled,29900,2026-07-23,no,
TXN2730,reconciled,999900,2026-07-08,no,
TXN2731,pending,99900,,no,awaiting_amount_confirmation
TXN2732,pending,,,no,
TXN2733,pending,,,no,
TXN2734,pending,,,no,
TXN2735,pending,,,no,
TXN2736,pending,,,no,
TXN2738,reconciled,999900,2026-07-23,no,
TXN2739,pending,,,no,
TXN2740,reconciled,499900,2026-07-11,no,
TXN2741,reconciled,99900,2026-08-28,no,
TXN2742,reconciled,49900,2026-08-15,no,
TXN2743,pending,,,no,
TXN2745,pending,,,no,
TXN2746,reconciled,49900,2026-07-17,no,
TXN2748,reconciled,99900,2026-07-25,no,
TXN2749,pending,499900,,no,awaiting_amount_confirmation
TXN2750,reconciled,9900,2026-08-04,no,
TXN2751,reconciled,19900,2026-07-11,no,
TXN2752,reconciled,49900,2026-08-08,no,
TXN2753,pending,199900,,no,awaiting_amount_confirmation
TXN2754,reconciled,999900,2026-08-18,no,
TXN2755,pending,499900,,no,awaiting_amount_confirmation
TXN2756,reconciled,29900,2026-08-01,no,
TXN2757,reconciled,99900,2026-08-14,no,
TXN2758,reconciled,99900,2026-07-25,no,
TXN2759,reconciled,9900,2026-08-13,no,
TXN2760,reconciled,99900,2026-08-19,no,
TXN2761,pending,,,no,
TXN2762,pending,,,no,
TXN2763,reconciled,499900,2026-07-10,no,
TXN2764,reconciled,999900,2026-08-08,no,
TXN2765,reconciled,99900,2026-08-28,no,
TXN2766,reconciled,499900,2026-07-18,no,
TXN2767,pending,99900,,no,awaiting_amount_confirmation
TXN2768,pending,49900,,no,awaiting_amount_confirmation
TXN2769,reconciled,29900,2026-08-16,no,
TXN2770,reconciled,99900,2026-08-31,no,
TXN2771,reconciled,29900,2026-07-10,no,
TXN2772,reconciled,999900,2026-07-18,no,
TXN2773,reconciled,9900,2026-07-08,no,
TXN2774,pending,9900,,no,awaiting_amount_confirmation
TXN2775,pending,,,no,
TXN2776,reconciled,49900,2026-09-02,yes,possible_duplicate_entry
TXN2776,reconciled,49900,2026-09-02,yes,possible_duplicate_entry
TXN2777,reconciled,99900,2026-07-08,no,
TXN2778,reconciled,99900,2026-08-07,no,
TXN2779,reconciled,49900,2026-07-18,no,
TXN2780,pending,,,no,
TXN2781,reconciled,99900,2026-08-02,no,
TXN2782,reconciled,9900,2026-07-09,no,
TXN2783,reconciled,49900,2026-08-05,no,
TXN2784,pending,,,no,
TXN2785,pending,,,no,
TXN2786,reconciled,9900,2026-08-29,no,
TXN2787,reconciled,999900,2026-08-26,no,
TXN2788,reconciled,9900,2026-07-06,yes,possible_duplicate_entry
TXN2788,reconciled,9900,2026-07-06,yes,possible_duplicate_entry
TXN2789,reconciled,499900,2026-07-23,no,
TXN2790,reconciled,49900,2026-08-04,no,
TXN2791,reconciled,499900,2026-07-12,no,
TXN2793,reconciled,49900,2026-09-02,no,
TXN2794,reconciled,9900,2026-07-14,no,
TXN2795,pending,499900,,no,awaiting_amount_confirmation
TXN2796,reconciled,999900,2026-08-28,no,
TXN2797,reconciled,999900,2026-08-31,no,
TXN2798,pending,,,no,
TXN2799,pending,9900,,no,awaiting_amount_confirmation
TXN2800,reconciled,99900,2026-07-21,no,
TXN2801,pending,,,no,
TXN2802,reconciled,29900,2026-07-04,no,
TXN2803,pending,,,no,
TXN2804,reconciled,9900,2026-08-05,no,
TXN2805,reconciled,9900,2026-08-29,no,
TXN2806,reconciled,29900,2026-07-10,no,
TXN2807,reconciled,29900,2026-07-19,no,
TXN2808,pending,199900,,no,awaiting_amount_confirmation
TXN2809,reconciled,999900,2026-07-11,no,
TXN2810,reconciled,999900,2026-07-12,no,
TXN2811,pending,,,no,
TXN2812,reconciled,999900,2026-07-27,no,
TXN2813,reconciled,19900,2026-07-10,yes,possible_duplicate_entry
TXN2813,reconciled,19900,2026-07-10,yes,possible_duplicate_entry
TXN2814,pending,99900,,no,awaiting_amount_confirmation
TXN2815,reconciled,499900,2026-07-21,no,
TXN2816,reconciled,49900,2026-07-10,no,
TXN2817,reconciled,999900,2026-07-27,no,
TXN2818,reconciled,49900,2026-07-05,no,
TXN2819,reconciled,999900,2026-07-20,no,
TXN2820,reconciled,49900,2026-08-22,no,
TXN2822,reconciled,499900,2026-07-26,no,
TXN2823,pending,,,no,
TXN2824,reconciled,19900,2026-09-02,no,
TXN2825,reconciled,499900,2026-08-29,no,
TXN2826,reconciled,199900,2026-08-05,yes,possible_duplicate_entry
TXN2826,reconciled,199900,2026-08-05,yes,possible_duplicate_entry
TXN2827,reconciled,29900,2026-07-25,yes,possible_duplicate_entry
TXN2827,reconciled,29900,2026-07-25,yes,possible_duplicate_entry
TXN2828,reconciled,19900,2026-09-02,yes,possible_duplicate_entry
TXN2828,reconciled,19900,2026-09-02,yes,possible_duplicate_entry
TXN2829,reconciled,19900,2026-08-16,yes,possible_duplicate_entry
TXN2829,reconciled,19900,2026-08-16,yes,possible_duplicate_entry
TXN2830,pending,,,no,
TXN2831,pending,29900,,no,awaiting_amount_confirmation
TXN2832,reconciled,9900,2026-08-02,no,
TXN2833,reconciled,19900,2026-08-08,no,
TXN2834,pending,,,no,
TXN2835,pending,9900,,no,awaiting_amount_confirmation
TXN2836,reconciled,9900,2026-08-02,no,
TXN2837,reconciled,99900,2026-07-27,no,
TXN2838,reconciled,19900,2026-09-02,no,
