transaction_id,utr,bank_status,amount_settled,fees,tax,settlement_date,remarks
TXN1935,,pending,,,,,high_volume_queue
TXN1936,UTR2915795547,processed,49900,0,0,2026-08-18,
TXN1937,UTR1756389067,processed,499900,0,0,2026-08-23,
TXN1938,UTR1298303177,processed,29900,0,0,2026-08-31,
TXN1939,UTR4470302359,processed,49900,0,0,2026-07-05,
TXN1940,UTR5654007427,processed,499900,0,0,2026-08-31,
TXN1941,,failed,0,0,0,,declined_by_bank
TXN1942,UTR1528605335,processed,999900,0,0,2026-08-14,
TXN1943,UTR6268529625,processed,99900,0,0,2026-07-31,
TXN1944,,failed,0,0,0,,declined_by_bank
TXN1945,UTR4846514715,processed,19900,0,0,2026-08-10,
TXN1946,UTR8246300124,processed,29900,0,0,2026-07-30,
TXN1947,UTR3816872014,processed,99900,0,0,2026-07-08,
TXN1948,UTR1621343575,processed,499900,0,0,2026-07-18,
TXN1949,UTR4958262912,processed,29900,0,0,2026-08-11,
TXN1950,UTR9949069966,processed,999900,0,0,2026-07-30,
TXN1951,UTR7693167380,processed,49900,0,0,2026-08-18,
TXN1952,UTR1964594683,processed,9900,0,0,2026-08-09,
TXN1953,,failed,0,0,0,,declined_by_bank
TXN1954,UTR1606782223,processed,19900,0,0,2026-07-11,
TXN1955,UTR6581343068,processed,9303,597,0,2026-07-10,fee_deduction_variance
TXN1956,UTR3759320154,processed,199900,0,0,2026-07-13,
TXN1958,UTR6204917298,processed,59940,0,0,2026-08-06,partial_settlement_1
TXN1958,UTR3658772734,processed,39960,0,0,2026-08-06,partial_settlement_2
TXN1959,,failed,0,0,0,,network_timeout
TXN1960,UTR1448394850,processed,499900,0,0,2026-08-29,
TXN1961,UTR3564571185,processed,199900,0,0,2026-08-17,
TXN1962,UTR1196196740,processed,29940,0,0,2026-08-18,partial_settlement_1
TXN1962,UTR2351112065,processed,19960,0,0,2026-08-18,partial_settlement_2
TXN1963,UTR5182657117,processed,199900,0,0,2026-08-08,
TXN1964,UTR6936124697,processed,19900,0,0,2026-08-06,
TXN1965,UTR4798477983,processed,9900,0,0,2026-08-22,
TXN1966,,pending,,,,,processing_delay
TXN1967,UTR3136844280,processed,99900,0,0,2026-07-24,
TXN1968,UTR9306707151,processed,99900,0,0,2026-07-08,
TXN1969,UTR9530420568,processed,99900,0,0,2026-08-10,
TXN1970,UTR7016988123,processed,999900,0,0,2026-07-04,
TXN1971,,pending,,,,,bank_holiday
TXN1972,,pending,,,,,high_volume_queue
TXN1973,,pending,,,,,processing_delay
TXN1974,UTR1368605032,processed,19900,0,0,2026-08-03,
TXN1975,UTR8478761088,processed,499900,0,0,2026-08-21,
TXN1976,UTR3440428643,processed,999900,0,0,2026-07-30,
TXN1977,UTR1232261179,processed,499900,0,0,2026-07-04,
TXN1978,UTR2739755884,processed,499900,0,0,2026-08-17,
TXN1979,UTR9167489057,processed,999900,0,0,2026-07-30,
TXN1980,UTR7170940238,processed,99900,0,0,2026-08-20,
TXN1981,UTR8443722173,processed,499900,0,0,2026-07-29,
TXN1982,UTR1418527641,processed,912391,87509,0,2026-08-02,fee_deduction_variance
TXN1983,UTR2495016079,processed,49900,0,0,2026-07-19,
TXN1984,UTR8298511580,processed,9900,0,0,2026-07-11,
TXN1985,UTR6050081855,processed,499900,0,0,2026-08-11,
TXN1986,UTR8018437138,processed,29900,0,0,2026-07-26,
TXN1987,,pending,,,,,processing_delay
TXN1988,UTR1909979573,processed,19900,0,0,2026-08-01,
TXN1989,UTR2699984810,processed,499900,0,0,2026-08-21,
TXN1990,,pending,,,,,high_volume_queue
TXN1991,UTR9559135932,processed,445016,54884,0,2026-09-02,fee_deduction_variance
TXN1993,UTR9232015048,processed,29900,0,0,2026-07-06,
TXN1994,UTR5176425710,processed,199900,0,0,2026-08-27,
TXN1995,UTR6247398726,processed,9190,710,0,2026-08-03,fee_deduction_variance
TXN1996,UTR3694825728,processed,49900,0,0,2026-07-14,
TXN1997,UTR4842298310,processed,19900,0,0,2026-08-04,
TXN1998,UTR5610973669,processed,999900,0,0,2026-07-06,
TXN1999,UTR2283142882,processed,49900,0,0,2026-08-08,
TXN2001,UTR4268302525,processed,29900,0,0,2026-07-16,
TXN2002,UTR6470355877,processed,19900,0,0,2026-09-01,
TXN2003,,failed,0,0,0,,network_timeout
TXN2004,UTR7818599399,processed,99900,0,0,2026-08-21,
TXN2005,,pending,,,,,high_volume_queue
TXN2006,UTR7491228078,processed,499900,0,0,2026-08-21,
TXN2007,UTR6680872342,processed,99900,0,0,2026-07-11,
TXN2008,UTR5336340723,processed,49900,0,0,2026-08-19,
TXN2009,UTR6951067540,processed,199900,0,0,2026-08-03,
TXN2010,,pending,,,,,high_volume_queue
TXN2011,UTR2809200195,processed,199900,0,0,2026-08-21,
TXN2012,UTR9666540904,processed,29900,0,0,2026-08-13,
TXN2013,UTR1069888983,processed,999900,0,0,2026-08-24,
TXN2014,UTR5497143326,processed,499900,0,0,2026-08-16,
TXN2015,UTR1125791798,processed,999900,0,0,2026-07-09,
TXN2016,,failed,0,0,0,,declined_by_bank
TXN2017,UTR2306916015,processed,199900,0,0,2026-09-01,
TXN2018,UTR5837373178,processed,499900,0,0,2026-07-19,
TXN2019,UTR9488356267,processed,499900,0,0,2026-07-22,
TXN2020,UTR4748958133,processed,999900,0,0,2026-08-28,
TXN2021,UTR8810447184,processed,49900,0,0,2026-08-29,
TXN2022,UTR8338004726,processed,19900,0,0,2026-08-20,
TXN2023,UTR8645132254,processed,11940,0,0,2026-08-18,partial_settlement_1
TXN2023,UTR1807254039,processed,7960,0,0,2026-08-18,partial_settlement_2
TXN2024,UTR4199862297,processed,29900,0,0,2026-07-03,
TXN2025,,pending,,,,,processing_delay
TXN2026,UTR5523275189,processed,19900,0,0,2026-08-06,
TXN2027,UTR6108647286,processed,19900,0,0,2026-07-23,
TXN2028,UTR5118752186,processed,99900,0,0,2026-07-25,
TXN2029,UTR8369405044,processed,9900,0,0,2026-07-28,
TXN2030,UTR7856113826,processed,19900,0,0,2026-07-17,
TXN2031,UTR6026110651,processed,19900,0,0,2026-07-31,
TXN2032,UTR2434751674,processed,17940,0,0,2026-08-12,partial_settlement_1
TXN2032,UTR1330614006,processed,11960,0,0,2026-08-12,partial_settlement_2
TXN2033,UTR1469809301,processed,9900,0,0,2026-08-11,
TXN2034,UTR8456864082,processed,88566,11334,0,2026-07-30,fee_deduction_variance
TXN2035,UTR8850124241,processed,199900,0,0,2026-08-16,
TXN2038,UTR4197023855,processed,5940,0,0,2026-07-27,partial_settlement_1
TXN2038,UTR9395863943,processed,3960,0,0,2026-07-27,partial_settlement_2
TXN2039,UTR9108876355,processed,99900,0,0,2026-07-07,
TXN2040,,pending,,,,,processing_delay
TXN2041,UTR3924542318,processed,199900,0,0,2026-08-26,
TXN2042,UTR3547223225,processed,25561,4339,0,2026-08-02,fee_deduction_variance
TXN2044,UTR6139905102,processed,99900,0,0,2026-07-21,
TXN2045,UTR4883349761,processed,99900,0,0,2026-08-31,
TXN2046,UTR2073829642,processed,99900,0,0,2026-07-27,
TXN2047,,pending,,,,,processing_delay
TXN2048,UTR6816218289,processed,29900,0,0,2026-08-05,
TXN2049,UTR4246378777,processed,499900,0,0,2026-08-31,
TXN2050,,pending,,,,,processing_delay
TXN2052,UTR4712200911,processed,19900,0,0,2026-07-26,
TXN2053,,failed,0,0,0,,declined_by_bank
TXN2054,UTR1861999412,processed,17940,0,0,2026-07-24,partial_settlement_1
TXN2054,UTR1288372981,processed,11960,0,0,2026-07-24,partial_settlement_2
TXN2055,UTR2678103394,processed,19900,0,0,2026-08-27,
TXN2057,UTR6155468456,processed,19900,0,0,2026-08-23,
TXN2058,,pending,,,,,high_volume_queue
TXN2059,UTR7788359341,processed,499900,0,0,2026-08-23,
TXN2060,UTR5974923010,processed,999900,0,0,2026-07-06,
TXN2061,UTR3817151728,processed,49900,0,0,2026-07-06,
TXN2062,UTR7372634805,processed,171551,28349,0,2026-07-19,fee_deduction_variance
TXN2063,,pending,,,,,high_volume_queue
TXN2064,UTR5751180577,processed,199900,0,0,2026-07-24,
TXN2065,UTR1276466636,processed,199900,0,0,2026-07-15,
TXN2066,UTR4966620689,processed,19900,0,0,2026-07-09,
TXN2067,,pending,,,,,processing_delay
TXN2068,UTR9959380382,processed,99900,0,0,2026-08-20,
TXN2069,UTR2463343954,processed,19900,0,0,2026-08-30,
TXN2071,UTR7516525681,processed,29900,0,0,2026-08-04,
TXN2072,UTR6374644126,processed,999900,0,0,2026-08-30,
TXN2073,,pending,,,,,processing_delay
TXN2074,UTR2120475823,processed,19900,0,0,2026-08-03,
TXN2075,,failed,0,0,0,,invalid_account
TXN2076,,failed,0,0,0,,declined_by_bank
TXN2077,UTR7346211863,processed,9900,0,0,2026-08-31,
TXN2078,,pending,,,,,high_volume_queue
TXN2079,,failed,0,0,0,,invalid_account
TXN2080,UTR9985032096,processed,199900,0,0,2026-08-20,
TXN2081,UTR1329044656,processed,499900,0,0,2026-07-27,
TXN2082,,pending,,,,,bank_holiday
TXN2083,UTR6241094005,processed,999900,0,0,2026-07-21,
TXN2084,UTR3162281537,processed,199900,0,0,2026-08-15,
TXN2085,UTR3374969448,processed,499900,0,0,2026-08-01,
TXN2086,,pending,,,,,bank_holiday
TXN2087,UTR7913813833,processed,9900,0,0,2026-08-15,
TXN2088,UTR3287035463,processed,499900,0,0,2026-08-05,
TXN2089,UTR3538147976,processed,9900,0,0,2026-07-16,
TXN2090,,failed,0,0,0,,network_timeout
TXN2091,,failed,0,0,0,,declined_by_bank
TXN2092,UTR6565525658,processed,48395,1505,0,2026-07-05,fee_deduction_variance
TXN2093,,pending,,,,,processing_delay
TXN2094,UTR3003342401,processed,199900,0,0,2026-07-09,
TXN2095,UTR2891673334,processed,49900,0,0,2026-08-29,
TXN2096,UTR3817404707,processed,99900,0,0,2026-07-08,
TXN2097,UTR1979048220,processed,9900,0,0,2026-07-20,
TXN2098,,failed,0,0,0,,declined_by_bank
TXN2099,UTR9896565925,processed,999900,0,0,2026-08-01,
TXN2100,UTR9476123135,processed,29900,0,0,2026-08-13,
TXN2101,UTR3615798918,processed,29900,0,0,2026-08-30,
TXN2102,,pending,,,,,high_volume_queue
TXN2103,UTR9810831226,processed,49900,0,0,2026-07-31,
TXN2104,,pending,,,,,bank_holiday
TXN2105,UTR5637233545,processed,999900,0,0,2026-07-17,
TXN2106,UTR3309042717,processed,19900,0,0,2026-07-22,
TXN2107,UTR5223016951,processed,29900,0,0,2026-08-17,
TXN2108,UTR1433771828,processed,49900,0,0,2026-07-08,
TXN2109,UTR9178736108,processed,499900,0,0,2026-07-20,
TXN2110,UTR1194294443,processed,499900,0,0,2026-08-17,
TXN2112,UTR7242851593,processed,29900,0,0,2026-07-06,
TXN2113,UTR6572069519,processed,29900,0,0,2026-07-17,
TXN2114,UTR6199833952,processed,473744,26156,0,2026-08-12,fee_deduction_variance
TXN2115,UTR2885133086,processed,199900,0,0,2026-08-11,
TXN2116,UTR1412213852,processed,99900,0,0,2026-07-15,
TXN2117,UTR4532173418,processed,29900,0,0,2026-07-25,
TXN2118,UTR4942759335,processed,99900,0,0,2026-08-06,
TXN2119,UTR9929525100,processed,19900,0,0,2026-07-08,
TXN2120,UTR4971685036,processed,19900,0,0,2026-08-22,
TXN2122,UTR8445586448,processed,499900,0,0,2026-07-20,
TXN2123,,failed,0,0,0,,invalid_account
TXN2124,UTR8033930780,processed,49900,0,0,2026-08-30,
TXN2125,UTR7360670711,processed,29900,0,0,2026-07-11,
TXN2126,UTR6051716670,processed,19900,0,0,2026-08-06,
TXN2127,UTR7876495136,processed,19900,0,0,2026-07-20,
TXN2128,UTR6683066445,processed,9900,0,0,2026-08-15,
TXN2129,UTR6235342653,processed,499900,0,0,2026-07-13,
TXN2130,,pending,,,,,high_volume_queue
TXN2131,UTR8321761825,processed,199900,0,0,2026-07-26,
TXN2132,UTR6279951345,processed,19900,0,0,2026-07-31,
TXN2133,UTR4631317398,processed,199900,0,0,2026-08-19,
TXN2134,UTR5440042755,processed,499900,0,0,2026-08-30,
TXN2135,UTR9907290768,processed,499900,0,0,2026-08-24,
TXN2136,UTR8699244299,processed,499900,0,0,2026-09-01,
TXN2137,UTR1870446839,processed,99900,0,0,2026-08-06,
TXN2138,UTR7370937693,processed,999900,0,0,2026-08-15,
TXN2139,UTR2942486389,processed,49900,0,0,2026-08-31,
TXN2140,,pending,,,,,bank_holiday
TXN2141,UTR5901977457,processed,19900,0,0,2026-08-22,
TXN2142,UTR7063886452,processed,999900,0,0,2026-07-18,
TXN2143,,pending,,,,,high_volume_queue
TXN2144,UTR5746127311,processed,999900,0,0,2026-08-02,
TXN2145,UTR6142654720,processed,499900,0,0,2026-07-15,
TXN2146,UTR2715434253,processed,499900,0,0,2026-08-23,
TXN2147,UTR5902780755,processed,499900,0,0,2026-07-17,
TXN2148,UTR2988055189,processed,49900,0,0,2026-07-04,
TXN2149,UTR1769768868,processed,29900,0,0,2026-07-31,
TXN2150,,failed,0,0,0,,invalid_account
TXN2151,,pending,,,,,high_volume_queue
TXN2152,,failed,0,0,0,,invalid_account
TXN2153,,failed,0,0,0,,invalid_account
TXN2154,UTR1898965501,processed,29900,0,0,2026-07-27,
TXN2155,UTR2388725602,processed,49900,0,0,2026-08-27,
TXN2156,UTR7700772345,processed,999900,0,0,2026-07-21,
TXN2157,UTR4617183757,processed,499900,0,0,2026-08-10,
TXN2158,UTR2495423827,processed,99900,0,0,2026-07-10,
TXN2159,,pending,,,,,processing_delay
TXN2160,UTR4958087064,processed,9900,0,0,2026-08-05,
TXN2161,UTR3685515992,processed,9900,0,0,2026-07-23,
TXN2162,UTR5459007549,processed,9900,0,0,2026-07-25,
TXN2163,UTR4051964572,processed,29900,0,0,2026-07-08,
TXN2164,UTR9350709115,processed,99900,0,0,2026-07-22,
TXN2165,UTR8425814077,processed,499900,0,0,2026-07-10,
TXN2166,,failed,0,0,0,,network_timeout
TXN2167,UTR2988592958,processed,9900,0,0,2026-08-15,
TXN2168,,pending,,,,,bank_holiday
TXN2169,UTR2333531793,processed,199900,0,0,2026-08-27,
TXN2170,UTR1855663345,processed,99900,0,0,2026-08-15,
TXN2171,,pending,,,,,high_volume_queue
TXN2172,UTR8714926942,processed,29900,0,0,2026-07-04,
TXN2173,UTR4959613569,processed,99900,0,0,2026-07-31,
TXN2174,UTR4869868882,processed,29900,0,0,2026-08-24,
TXN2175,UTR5993954519,processed,999900,0,0,2026-08-12,
TXN2176,,pending,,,,,processing_delay
TXN2177,UTR3177379883,processed,199900,0,0,2026-08-11,
TXN2178,UTR4229171556,processed,99900,0,0,2026-08-08,
TXN2179,UTR2978209240,processed,179414,20486,0,2026-08-28,fee_deduction_variance
TXN2180,UTR9977198454,processed,49900,0,0,2026-08-14,
TXN2181,UTR9215555368,processed,199900,0,0,2026-08-02,
TXN2182,UTR8616095594,processed,999900,0,0,2026-07-16,
TXN2183,UTR6304961439,processed,499900,0,0,2026-08-07,
TXN2184,UTR3147267582,processed,9900,0,0,2026-07-25,
TXN2185,,pending,,,,,processing_delay
TXN2186,UTR5649905416,processed,999900,0,0,2026-08-16,
TXN2187,UTR8242597557,processed,19900,0,0,2026-07-13,
TXN2188,UTR7451305385,processed,499900,0,0,2026-07-15,
TXN2189,UTR1343636531,processed,199900,0,0,2026-08-10,
TXN2190,UTR7291109928,processed,99900,0,0,2026-07-31,
TXN2191,,pending,,,,,processing_delay
TXN2192,UTR7213830490,processed,99900,0,0,2026-07-29,
TXN2193,UTR1752622784,processed,9900,0,0,2026-08-25,
TXN2194,UTR2968897085,processed,29900,0,0,2026-07-24,
TXN2195,,pending,,,,,high_volume_queue
TXN2196,UTR4431481733,processed,199900,0,0,2026-08-05,
TXN2197,,failed,0,0,0,,network_timeout
TXN2198,UTR8653848950,processed,499900,0,0,2026-07-20,
TXN2199,UTR1950578005,processed,59940,0,0,2026-08-03,partial_settlement_1
TXN2199,UTR9667557205,processed,39960,0,0,2026-08-03,partial_settlement_2
TXN2200,,pending,,,,,high_volume_queue
TXN2201,UTR8828130662,processed,499900,0,0,2026-07-05,
TXN2202,,failed,0,0,0,,declined_by_bank
TXN2203,UTR6600777928,processed,19900,0,0,2026-07-29,
TXN2204,UTR4285392988,processed,999900,0,0,2026-08-24,
TXN2205,UTR2699732017,processed,999900,0,0,2026-08-08,
TXN2206,UTR6230207584,processed,89135,10765,0,2026-07-09,fee_deduction_variance
TXN2207,UTR7029987916,processed,199900,0,0,2026-07-24,
TXN2208,UTR8571747753,processed,999900,0,0,2026-07-05,
TXN2209,UTR3733389690,processed,11940,0,0,2026-07-26,partial_settlement_1
TXN2209,UTR3658052055,processed,7960,0,0,2026-07-26,partial_settlement_2
TXN2210,UTR7981448409,processed,19900,0,0,2026-07-27,
TXN2211,UTR5988085989,processed,190312,9588,0,2026-07-16,fee_deduction_variance
TXN2212,UTR1132670505,processed,49900,0,0,2026-08-03,
TXN2213,UTR1684044771,processed,599940,0,0,2026-07-21,partial_settlement_1
TXN2213,UTR5133794489,processed,399960,0,0,2026-07-21,partial_settlement_2
TXN2215,UTR4301805593,processed,19900,0,0,2026-07-22,
TXN2216,UTR4100941554,processed,999900,0,0,2026-07-13,
TXN2217,UTR3979487804,processed,199900,0,0,2026-07-05,
TXN2218,UTR8676712652,processed,999900,0,0,2026-07-16,
TXN2219,UTR9075271226,processed,99900,0,0,2026-08-30,
TXN2220,,pending,,,,,high_volume_queue
TXN2221,UTR1978900486,processed,99900,0,0,2026-07-17,
TXN2222,UTR4865487796,processed,99900,0,0,2026-07-27,
TXN2223,UTR3784755893,processed,29900,0,0,2026-07-10,
TXN2224,,pending,,,,,bank_holiday
TXN2225,,failed,0,0,0,,invalid_account
TXN2226,UTR3690376240,processed,9900,0,0,2026-07-07,
TXN2227,,failed,0,0,0,,invalid_account
TXN2228,,failed,0,0,0,,network_timeout
TXN2229,UTR2300347998,processed,29900,0,0,2026-07-25,
TXN2230,UTR3722604277,processed,49900,0,0,2026-07-15,
TXN2231,UTR9631176906,processed,19900,0,0,2026-08-28,
TXN2232,UTR7877763708,processed,940453,59447,0,2026-07-27,fee_deduction_variance
TXN2233,UTR6364508651,processed,29900,0,0,2026-08-01,
TXN2234,UTR3129392953,processed,99900,0,0,2026-08-26,
TXN2235,,pending,,,,,bank_holiday
TXN2236,UTR3617897214,processed,49900,0,0,2026-08-14,
TXN2237,UTR5969846920,processed,29900,0,0,2026-08-22,
TXN2238,UTR5917679694,processed,499900,0,0,2026-08-19,
TXN2239,,pending,,,,,processing_delay
TXN2241,UTR4174053689,processed,99900,0,0,2026-07-11,
TXN2242,UTR5066080422,processed,999900,0,0,2026-08-27,
TXN2243,UTR8042151493,processed,999900,0,0,2026-08-15,
TXN2244,UTR8440811892,processed,199900,0,0,2026-07-05,
TXN2245,UTR8805286989,processed,99900,0,0,2026-08-21,
TXN2246,,failed,0,0,0,,network_timeout
TXN2247,UTR5005835472,processed,199900,0,0,2026-08-19,
TXN2248,UTR7495114421,processed,499900,0,0,2026-08-07,
TXN2249,UTR3724614926,processed,499900,0,0,2026-08-01,
TXN2250,UTR8232523707,processed,19900,0,0,2026-07-14,
TXN2251,UTR5387238367,processed,999900,0,0,2026-07-23,
TXN2252,UTR5941338054,processed,9900,0,0,2026-07-11,
TXN2253,UTR1636874095,processed,199900,0,0,2026-08-03,
TXN2254,UTR5100236063,processed,19900,0,0,2026-07-30,
TXN2255,UTR2526194146,processed,49900,0,0,2026-08-20,
TXN2256,,failed,0,0,0,,declined_by_bank
TXN2258,UTR2782960617,processed,19900,0,0,2026-07-16,
TXN2259,UTR7098913489,processed,199900,0,0,2026-08-16,
TXN2260,UTR9952650911,processed,199900,0,0,2026-07-10,
TXN2261,,pending,,,,,bank_holiday
TXN2262,,failed,0,0,0,,network_timeout
TXN2263,UTR5145932741,processed,99900,0,0,2026-07-24,
TXN2264,UTR6609505682,processed,29900,0,0,2026-07-07,
TXN2265,UTR9736920270,processed,99900,0,0,2026-08-13,
TXN2266,UTR5359127503,processed,9900,0,0,2026-08-08,
TXN2267,UTR3735272426,processed,299940,0,0,2026-08-26,partial_settlement_1
TXN2267,UTR6632552759,processed,199960,0,0,2026-08-26,partial_settlement_2
TXN2268,UTR3453455127,processed,29900,0,0,2026-07-22,
TXN2269,,failed,0,0,0,,network_timeout
TXN2270,UTR5860644976,processed,49900,0,0,2026-08-22,
TXN2271,UTR4411040931,processed,29900,0,0,2026-07-16,
TXN2272,UTR2477046857,processed,29900,0,0,2026-07-11,
TXN2273,UTR8494547983,processed,499900,0,0,2026-08-19,
TXN2274,UTR3848628797,processed,199900,0,0,2026-07-07,
TXN2275,UTR1406233127,processed,199900,0,0,2026-08-16,
TXN2276,UTR7238718416,processed,19900,0,0,2026-07-29,
TXN2277,UTR8492981900,processed,29900,0,0,2026-07-11,
TXN2278,UTR3316951071,processed,29900,0,0,2026-07-09,
TXN2279,UTR6163393045,processed,29900,0,0,2026-08-22,
TXN2280,UTR9324262230,processed,99900,0,0,2026-07-07,
TXN2281,UTR8538395894,processed,99900,0,0,2026-07-21,
TXN2282,UTR2504988056,processed,920877,79023,0,2026-07-16,fee_deduction_variance
TXN2283,,pending,,,,,processing_delay
TXN2284,UTR7865275431,processed,99900,0,0,2026-09-01,
TXN2285,,failed,0,0,0,,declined_by_bank
TXN2286,,pending,,,,,high_volume_queue
TXN2287,UTR8150736635,processed,999900,0,0,2026-08-18,
TXN2288,UTR6707279978,processed,463323,36577,0,2026-07-24,fee_deduction_variance
TXN2289,,failed,0,0,0,,network_timeout
TXN2290,,pending,,,,,bank_holiday
TXN2291,UTR5466185840,processed,19900,0,0,2026-08-27,
TXN2292,UTR1776262473,processed,999900,0,0,2026-07-27,
TXN2293,UTR8228480197,processed,19900,0,0,2026-07-06,
TXN2294,UTR4502414628,processed,99900,0,0,2026-07-13,
TXN2295,,failed,0,0,0,,invalid_account
TXN2296,,pending,,,,,processing_delay
TXN2297,UTR2386242699,processed,199900,0,0,2026-07-12,
TXN2298,UTR3987734263,processed,99900,0,0,2026-07-19,
TXN2301,,pending,,,,,processing_delay
TXN2302,,pending,,,,,bank_holiday
TXN2303,,pending,,,,,bank_holiday
TXN2304,UTR7147449836,processed,499900,0,0,2026-07-08,
TXN2305,UTR8337324204,processed,199900,0,0,2026-08-10,
TXN2306,,failed,0,0,0,,invalid_account
TXN2307,,pending,,,,,bank_holiday
TXN2308,UTR9708376770,processed,9900,0,0,2026-08-02,
TXN2309,UTR2419629493,processed,499900,0,0,2026-08-08,
TXN2310,,pending,,,,,high_volume_queue
TXN2311,UTR1778411697,processed,19900,0,0,2026-07-24,
TXN2312,,pending,,,,,processing_delay
TXN2313,UTR3146117090,processed,29900,0,0,2026-08-22,
TXN2314,,pending,,,,,bank_holiday
TXN2315,,failed,0,0,0,,declined_by_bank
TXN2316,UTR7961593935,processed,9550,350,0,2026-08-08,fee_deduction_variance
TXN2317,UTR9123659061,processed,49900,0,0,2026-08-26,
TXN2318,,pending,,,,,processing_delay
TXN2319,UTR3592027247,processed,199900,0,0,2026-07-26,
TXN2320,UTR2453176190,processed,999900,0,0,2026-07-10,
TXN2321,UTR9980576769,processed,49900,0,0,2026-08-20,
TXN2322,UTR7985074008,processed,499900,0,0,2026-07-22,
TXN2323,UTR6608787408,processed,499900,0,0,2026-08-02,
TXN2324,UTR8047751134,processed,9900,0,0,2026-07-10,
TXN2325,UTR4647375561,processed,9900,0,0,2026-08-13,
TXN2326,UTR4066755136,processed,9900,0,0,2026-08-26,
TXN2327,UTR8865390946,processed,9900,0,0,2026-07-05,
TXN2328,UTR7984434647,processed,49900,0,0,2026-07-06,
TXN2330,,failed,0,0,0,,declined_by_bank
TXN2331,UTR2406080225,processed,49900,0,0,2026-07-23,
TXN2333,UTR3056515342,processed,49900,0,0,2026-07-29,
TXN2334,,failed,0,0,0,,invalid_account
TXN2335,UTR4300893732,processed,999900,0,0,2026-08-04,
TXN2337,UTR1967379525,processed,49900,0,0,2026-08-07,
TXN2339,,failed,0,0,0,,network_timeout
TXN2340,UTR2637299068,processed,199900,0,0,2026-08-30,
TXN2341,,pending,,,,,bank_holiday
TXN2342,,failed,0,0,0,,network_timeout
TXN2343,UTR2546768677,processed,999900,0,0,2026-08-17,
TXN2344,,failed,0,0,0,,declined_by_bank
TXN2345,UTR9340315799,processed,499900,0,0,2026-07-09,
TXN2346,UTR3276061103,processed,999900,0,0,2026-08-05,
TXN2347,UTR7048207695,processed,45697,4203,0,2026-08-21,fee_deduction_variance
TXN2348,UTR2770032700,processed,49900,0,0,2026-08-24,
TXN2349,UTR2902586094,processed,199900,0,0,2026-07-08,
TXN2350,UTR4439567874,processed,299940,0,0,2026-07-22,partial_settlement_1
TXN2350,UTR5942146965,processed,199960,0,0,2026-07-22,partial_settlement_2
TXN2351,,pending,,,,,high_volume_queue
TXN2353,UTR7213172814,processed,199900,0,0,2026-07-17,
TXN2354,,pending,,,,,processing_delay
TXN2355,UTR5192423776,processed,499900,0,0,2026-07-28,
TXN2356,UTR3048184216,processed,999900,0,0,2026-07-16,
TXN2357,UTR7729281766,processed,199900,0,0,2026-07-27,
TXN2358,UTR8018933340,processed,199900,0,0,2026-08-21,
TXN2359,,pending,,,,,processing_delay
TXN2360,UTR3789173738,processed,99900,0,0,2026-07-06,
TXN2361,UTR1134749473,processed,99900,0,0,2026-08-05,
TXN2362,UTR6906189747,processed,9900,0,0,2026-08-08,
TXN2363,UTR7394477978,processed,499900,0,0,2026-07-18,
TXN2364,UTR4273037212,processed,999900,0,0,2026-07-12,
TXN2365,UTR9647689975,processed,25449,4451,0,2026-08-28,fee_deduction_variance
TXN2366,UTR3630947435,processed,11940,0,0,2026-07-26,partial_settlement_1
TXN2366,UTR9831167510,processed,7960,0,0,2026-07-26,partial_settlement_2
TXN2367,UTR9804677062,processed,19900,0,0,2026-08-27,
TXN2368,UTR7310210869,processed,199900,0,0,2026-08-20,
TXN2369,UTR5177816551,processed,9900,0,0,2026-08-22,
TXN2371,UTR8836032847,processed,99900,0,0,2026-08-07,
TXN2372,UTR9849367682,processed,9900,0,0,2026-08-15,
TXN2373,UTR7739667548,processed,999900,0,0,2026-07-16,
TXN2374,UTR8573798920,processed,199900,0,0,2026-08-11,
TXN2375,,failed,0,0,0,,invalid_account
TXN2376,UTR5078647432,processed,499900,0,0,2026-07-09,
TXN2377,UTR1742084252,processed,199900,0,0,2026-07-09,
TXN2378,UTR5388085060,processed,49900,0,0,2026-08-31,
TXN2379,UTR4657581636,processed,99900,0,0,2026-08-16,
TXN2380,,failed,0,0,0,,declined_by_bank
TXN2381,,pending,,,,,high_volume_queue
TXN2382,UTR9462935432,processed,19900,0,0,2026-08-24,
TXN2383,UTR8704389725,processed,999900,0,0,2026-08-07,
TXN2384,UTR6364839632,processed,17940,0,0,2026-07-13,partial_settlement_1
TXN2384,UTR7714313862,processed,11960,0,0,2026-07-13,partial_settlement_2
TXN2385,UTR8420959730,processed,19900,0,0,2026-07-16,
TXN2386,UTR2059077154,processed,499900,0,0,2026-07-14,
TXN2387,,pending,,,,,processing_delay
TXN2388,UTR7460185920,processed,49900,0,0,2026-07-04,
TXN2389,UTR1108592659,processed,499900,0,0,2026-07-20,
TXN2390,UTR7983143830,processed,499900,0,0,2026-08-10,
TXN2391,UTR5847023855,processed,999900,0,0,2026-08-27,
TXN2392,UTR7996030750,processed,9900,0,0,2026-07-28,
TXN2393,UTR3441816160,processed,458845,41055,0,2026-08-13,fee_deduction_variance
TXN2394,UTR2009375725,processed,29900,0,0,2026-08-28,
TXN2395,UTR7548447910,processed,199900,0,0,2026-08-06,
TXN2396,UTR9025855300,processed,499900,0,0,2026-07-28,
TXN2398,UTR2699985771,processed,49900,0,0,2026-07-04,
